lemma	word	translation
G2797	Κίς	Cis (i.e. Kish), an Israelite
G4790	συγκοινωνέω	to share in company with, i.e. co-participate in
G2962	κύριος	supreme in authority, i.e. (as noun) controller; by implication, Master (as a respectful title)
G1862	ἐπάγγελμα	a self-committal (by assurance of conferring some good)
G2437	Ἰλλυρικόν	(the) Illyrican (shore), i.e. (as a name itself) Illyricum, a region of Europe
G893	ἀψευδής	veracious
G913	Βαράκ	Barak, an Israelite
G948	βδελύσσω	to be disgusted, i.e. (by implication) detest (especially of idolatry)
G380	ἀναπτύσσω	to unroll (a scroll or volume)
G2309	ἐθελέω	to determine (as an active option from subjective impulse; whereas G1014 (ἐθελέω) properly denotes rather a passive acquiescence in objective considerations), i.e. choose or prefer (literally or figuratively); by implication, to wish, i.e. be inclined to (sometimes adverbially, gladly); impersonally for the future tense, to be about to; by Hebraism, to delight in
G4310	προπάσχω	to undergo hardship previously
G3951	παροτρύνω	to urge along, i.e. stimulate (to hostility)
G2314	θεομάχος	an opponent of deity
G5066	τεταρταῖος	pertaining to the fourth day
G4758	στρατολογέω	to gather (or select) as a warrior, i.e. enlist in the army
G5087	τίθημι	to place (in the widest application, literally and figuratively; properly, in a passive or horizontal posture, and thus different from G2476 (τίθημι), which properly denotes an upright and active position, while G2749 (τίθημι) is properly reflexive and utterly prostrate)
G5495	χείρ	the hand (literally or figuratively (power); especially (by Hebraism) a means or instrument)
G592	ἀποδιορίζω	to disjoin (by a boundary, figuratively, a party)
G5592	ψύχος	coolness
G4467	ῥᾳδιούργημα	easy-going behavior, i.e. (by extension) a crime
G4658	Σκύθης	a Scythene or Scythian, i.e. (by implication) a savage
G2795	κινέω	to stir (transitively), literally or figuratively
G649	ἀποστέλλω	set apart, i.e. (by implication) to send out (properly, on a mission) literally or figuratively
G5251	ὑπερυψόω	to elevate above others, i.e. raise to the highest position
G3514	νήθω	to spin
G4707	σπουδαιότερος	more prompt, more earnest
G5391	φιλόφρων	friendly of mind, i.e. kind
G1152	Δάμαρις	perhaps gentle; Damaris, an Athenian woman
G751	Ἄρχιππος	horse-ruler; Archippus, a Christian
G758	ἄρχων	a first (in rank or power)
G1164	δεῖγμα	a specimen (as shown)
G884	ἀχάριστος	thankless, i.e. ungrateful
G2502	Ἰωσίας	Josias (i.e. Joshiah), an Israelite
G549	ἄπειμι	to go away
G4410	πρωτοκαθεδρία	a sitting first (in the front row), i.e. preeminence in council
G3658	ὅμιλος	association together, i.e. a multitude
G1732	ἔνδειξις	indication (abstractly)
G827	αὐγή	a ray of light, i.e. (by implication) radiance, dawn
G3565	νύμφη	compare Latin "nupto," to marry); a young married woman (as veiled), including a betrothed girl; by implication, a son's wife
G1267	διαμερισμός	disunion (of opinion and conduct)
G3462	μυρίζω	to apply (perfumed) unguent to
G4012	περί	properly, through (all over), i.e. around; figuratively with respect to; used in various applications, of place, cause or time (with the genitive case denoting the subject or occasion or superlative point; with the accusative case the locality, circuit, matter, circumstance or general period)
G362	ἀναμένω	to await
G718	ἁρμόζω	to joint, i.e. (figuratively) to woo (reflexively, to betroth)
G3352	μετοχή	participation, i.e. intercourse
G4339	προσήλυτος	an arriver from a foreign region, i.e. (specially), an acceder (convert) to Judaism ("proselyte")
G1636	ἐλαία	an olive (the tree or the fruit)
G2008	ἐπιτιμάω	to tax upon, i.e. censure or admonish; by implication, forbid
G5211	Ὑμεναῖος	"hymenæal"; Hymenæus, an opponent of Christianity
G1807	ἐξαιρέω	actively, to tear out; middle voice, to select; figuratively, to release
G3857	παράδεισος	a park, i.e. (specially), an Eden (place of future happiness, "paradise")
G4854	σύμφυτος	grown along with (connate), i.e. (figuratively) closely united to
G2172	εὔχομαι	to wish; by implication, to pray to God
G2910	κρεμάννυμι	to hang
G1149	Δαλματία	Dalmatia, a region of Europe
G4531	σαλεύω	to waver, i.e. agitate, rock, topple or (by implication) destroy; figuratively, to disturb, incite
G3529	νίκη	conquest (abstractly), i.e. (figuratively) the means of success
G259	ἅλωσις	capture, be taken. 
G2293	θαρσέω	to have courage
G5319	φανερόω	to render apparent (literally or figuratively)
G4644	σκληροτράχηλος	hardnaped, i.e. (figuratively) obstinate
G1949	ἐπιλαμβάνομαι	to seize (for help, injury, attainment, or any other purpose; literally or figuratively)
G2357	θρησκός	ceremonious in worship (as demonstrative), i.e. pious
G3472	μωρία	silliness, i.e. absurdity
G4331	προσεγγίζω	to approach near
G2102	εὐαρέστως	quite agreeably
G987	βλασφημέω	to vilify; specially, to speak impiously
G1594	ἐκνήφω	(figuratively) to rouse (oneself) out of stupor
G4636	σκῆνος	a hut or temporary residence, i.e. (figuratively) the human body (as the abode of the spirit)
G1465	ἐγκόπτω	to cut into, i.e. (figuratively) impede, detain
G2284	θαμβέω	to stupefy (with surprise), i.e. astound
G2385	Ἰάκωβος	Jacobus, the name of three Israelites
G39	ἅγιον	a sacred thing (i.e. spot)
G5362	φίλανδρος	fond of man, i.e. affectionate as a wife
G707	Ἀριμαθαία	Arimathæa (or Ramah), a place in Palestine
G5460	φωτεινός	lustrous, i.e. transparent or well-illuminated (figuratively)
G5418	φραγμός	a fence, or inclosing barrier (literally or figuratively)
G3362	ἐὰν μή	if not, i.e. unless
G2019	ἐπιφωνέω	to call at something, i.e. exclaim
G3870	παρακαλέω	to call near, i.e. invite, invoke (by imploration, hortation or consolation)
G5338	φέγγος	brilliancy
G917	βαρέως	heavily (figuratively)
G5003	ταλαιπωρέω	to be wretched, i.e. realize one's own misery
G3536	Νινευΐτης	a Ninevite, i.e. inhabitant of Nineveh
G99	Ἀδρίας	the Adriatic sea (including the Ionian)
G4277	προέπω	to say already, to predict
G2728	κατιόω	to rust down, i.e. corrode
G938	βασίλισσα	a queen
G4353	προσκυνητής	an adorer
G2421	Ἰεσσαί	Jessæ (i.e. Jishai), an Israelite
G4550	σαπρός	rotten, i.e. worthless (literally or morally)
G4228	πούς	a "foot" (figuratively or literally)
G1515	εἰρήνη	peace (literally or figuratively); by implication, prosperity
G3661	ὁμοθυμαδόν	unanimously
G4294	προκαταρτίζω	to prepare in advance
G1247	διακονέω	to be an attendant, i.e. wait upon (menially or as a host, friend, or (figuratively) teacher); technically, to act as a Christian deacon
G1894	ἐπειδή	since now, i.e. (of time) when, or (of cause) whereas
G2262	Ἤρ	Er, an Israelite
G3062	λοιποί	remaining ones
G182	ἀκατάστατος	inconstant
G2099	εὐαγγελιστής	a preacher of the gospel
G214	ἀλαλάζω	to vociferate, i.e. (by implication) to wail; figuratively, to clang
G2984	Λάμεχ	Lamech (i.e. Lemek), a patriarch
G5109	τοῖχος	a wall
G5613	ὡς	which how, i.e. in that manner (very variously used, as follows)
G1846	ἐξορύσσω	to dig out, i.e. (by extension) to extract (an eye), remove (roofing)
G5601	Ὠβήδ	Obed, an Israelite
G4693	σπήλαιον	a cavern; by implication, a hiding-place or resort
G440	ἄνθραξ	a live coal
G345	ἀνακεῖμαι	to recline (as a corpse or at a meal)
G1848	ἐξουθενέω	to make of no account, despise utterly
G2020	ἐπιφώσκω	to begin to grow light
G5571	ψευδής	untrue, i.e. erroneous, deceitful, wicked
G401	ἀνάχυσις	properly, effusion, i.e. (figuratively) license
G232	ἁλιεύω	to be a fisher, i.e. (by implication) to fish
G2692	καταστροφή	an overturn ("catastrophe"), i.e. demolition; figuratively, apostasy
G5286	ὑποπόδιον	something under the feet, i.e. a foot-rest (figuratively)
G2688	κατάστημα	properly, a position or condition, i.e. (subjectively) demeanor
G2142	εὐπορία	pecuniary resources
G2182	ἐφευρετής	a discoverer, i.e. contriver
G2271	ἡσυχία	(as noun) stillness, i.e. desistance from bustle or language
G5296	ὑποτύπωσις	typification under (after), i.e. (concretely) a sketch (figuratively) for imitation
G767	ἄσημος	unmarked, i.e. (figuratively) ignoble
G2419	Ἱερουσαλήμ	Hierusalem (i.e. Jerushalem), the capitol of Palestine
G1574	ἐκκεντέω	to transfix
G5373	φιλία	fondness
G1695	Ἐμμαούς	Emmaus, a place in Palestine
G2976	Λάζαρος	Lazarus (i.e. Elazar), the name of two Israelites (one imaginary)
G4568	σάτον	a certain measure for things dry
G3521	νηστεία	abstinence (from lack of food, or voluntary and religious); specially, the fast of the Day of Atonement
G143	αἰσθάνομαι	to apprehend (properly, by the senses)
G4070	πέρυσι	the by-gone, i.e. (as noun) last year
G5456	φωνή	a tone (articulate, bestial or artificial); by implication, an address (for any purpose), saying or language
G3036	λιθοβολέω	to throw stones, i.e. lapidate
G1608	ἐκπορνεύω	to be utterly unchaste
G4303	προμαρτύρομαι	to be a witness in advance i.e. predict
G5102	τίτλος	a titulus or "title" (placard)
G3528	νικάω	to subdue (literally or figuratively)
G1564	ἐκεῖθεν	thence
G3326	μετά	properly, denoting accompaniment; "amid" (local or causal); modified variously according to the case (genitive association, or accusative succession) with which it is joined; occupying an intermediate position between G575 (μετά) or G1537 (μετά) and G1519 (μετά) or G4314 (μετά); less intimate than G1722 (μετά) and less close than G4862 (μετά))
G4060	περιτίθημι	to place around; by implication, to present
G1525	εἰσέρχομαι	to enter (literally or figuratively)
G430	ἀνέχομαι	to hold oneself up against, i.e. (figuratively) put up with
G291	Ἀμπλίας	Amplias, a Roman Christian
G2754	κενοδοξία	empty glorying, i.e. self-conceit
G3421	μνημονεύω	to exercise memory, i.e. recollect; by implication, to punish; also to rehearse
G3997	πένθος	grief
G690	Ἄραψ	an Arab or native of Arabia
G3818	Πακατιανή	Pacatianian, a section of Phrygia
G4817	συλλογίζομαι	to reckon together (with oneself), i.e. deliberate
G4193	Ποντικός	a Pontican, i.e. native of Pontus
G5172	τρυφή	effeminacy, i.e. luxury or debauchery
G3471	μωραίνω	to become insipid; figuratively, to make (passively, act) as a simpleton
G3915	παραχειμασία	a wintering over
G217	ἅλας	salt; figuratively, prudence
G254	ἅλυσις	a fetter or manacle
G833	αὐλή	a yard (as open to the wind); by implication, a mansion
G1549	ἔκγονον	a descendant, i.e. (specially) grandchild
G5483	χαρίζομαι	to grant as a favor, i.e. gratuitously, in kindness, pardon or rescue
G4849	συμπόσιον	a drinking-party ("symposium"), i.e. (by extension) a room of guests
G3199	μέλω	to be of interest to, i.e. to concern (only third person singular present indicative used impersonally, it matters)
G3081	λυσιτελεῖ	impersonally, it answers the purpose, i.e. is advantageous
G700	ἀρέσκω	to be agreeable (or by implication, to seek to be so)
G3147	μαστίζω	to whip (literally)
G4920	συνίημι	to put together, i.e. (mentally) to comprehend; by implication, to act piously
G4890	συνδρομή	a running together, i.e. (riotous) concourse
G4549	Σαούλ	Saul (i.e. Shaul), the Jewish name of Paul
G3680	ὀνειδισμός	contumely
G5467	χαλεπός	difficult, i.e. dangerous, or (by implication) furious
G5275	ὑπολείπω	to leave under (behind), i.e. (passively) to remain (survive)
G4267	προγινώσκω	to know beforehand, i.e. foresee
G3435	μολύνω	to soil (figuratively)
G4786	συγκεράννυμι	to commingle, i.e. (figuratively) to combine or assimilate
G2196	Ζαρά	Zara, (i.e. Zerach), an Israelite
G5026	ταύτης	(towards or of) this
G1984	ἐπισκοπή	inspection (for relief); by implication, superintendence; specially, the Christian "episcopate"
G5198	ὑγιαίνω	to have sound health, i.e. be well (in body); figuratively, to be uncorrupt (true in doctrine)
G694	ἀργύριον	silvery, i.e. (by implication) cash; specially, a silverling (i.e. drachma or shekel)
G4163	ποιητής	a performer; specially, a "poet"; 
G959	Βερνίκη	victorious; Bernice, a member of the Herodian family
G3850	παραβολή	a similitude ("parable"), i.e. (symbolic) fictitious narrative (of common life conveying a moral), apothegm or adage
G4326	προσδέομαι	to require additionally, i.e. want further
G857	ἀφειδία	unsparingness, i.e. austerity (asceticism)
G5441	φύλαξ	a watcher or sentry
G1344	δικαιόω	to render (i.e. show or regard as) just or innocent
G4349	προσκοπή	a stumbling, i.e. (figuratively and concretely) occasion of sin
G3631	οἶνος	"wine" (literally or figuratively)
G1723	ἐναγκαλίζομαι	to take in one's arms, i.e. embrace
G3194	Μελίτη	Melita, an island in the Mediterranean
G629	ἀπολύτρωσις	(the act) ransom in full, i.e. (figuratively) riddance, or (specially) Christian salvation
G1033	βρῶμα	food (literally or figuratively), especially (ceremonially) articles allowed or forbidden by the Jewish law
G1993	ἐπιστομίζω	to put something over the mouth, i.e. (figuratively) to silence
G2137	εὐοδόω	to help on the road, i.e. (passively) succeed in reaching; figuratively, to succeed in business affairs
G2561	κάκωσις	maltreatment
G2917	κρίμα	a decision (the function or the effect, for or against ("crime"))
G995	βοή	a halloo, i.e. call (for aid, etc.)
G1893	ἐπεί	thereupon, i.e. since (of time or cause)
G1588	ἐκλεκτός	select; by implication, favorite
G2785	κῆτος	a huge fish (as gaping for prey)
G2863	κομάω	to wear tresses of hair
G4996	σωφρόνως	with sound mind, i.e. moderately
G2484	Ἰτουραΐα	Ituræa (i.e. Jetur), a region of Palestine
G3141	μαρτυρία	evidence given (judicially or genitive case)
G2193	ἕως	a conjunction, preposition and adverb of continuance, until (of time and place)
G5075	τετραρχέω	to be a tetrarch
G4316	προσαγορεύω	to address, i.e. salute by name
G2554	κακοποιέω	to be a bad-doer, i.e. (objectively) to injure, or (genitive) to sin
G111	ἀθέμιτος	from the base of G5087 (ἀθέμιτος)); illegal; by implication, flagitious
G2612	κατάδηλος	manifest
G1321	διδάσκω	to teach (in the same broad application)
G1951	ἐπιλέγομαι	to surname, select
G745	Ἀρχέλαος	people-ruling; Archelaus, a Jewish king
G3415	μνάομαι	to bear in mind, i.e. recollect; by implication, to reward or punish
G1382	δοκιμή	test (abstractly or concretely); by implication, trustiness
G2012	ἐπίτροπος	a commissioner, i.e. domestic manager, guardian
G4781	συγκάμπτω	to bend together, i.e. (figuratively) to afflict
G1550	ἐκδαπανάω	to expend (wholly), i.e. (figuratively) exhaust
G2384	Ἰακώβ	Jacob (i.e. Ja`akob), the progenitor of the Israelites
G507	ἄνω	upward or on the top
G2816	κληρονομέω	to be an heir to (literally or figuratively)
G3123	μᾶλλον	(adverbially) more (in a greater degree)) or rather
G1324	Δίδυμος	double, i.e. twin; Didymus, a Christian
G5527	χόρτασμα	forage, i.e. food
G525	ἀπαλλάσσω	to change away, i.e. release, (reflexively) remove
G4178	πολλάκις	many times, i.e. frequently
G1415	δυνατός	powerful or capable (literally or figuratively); neuter possible
G3724	ὁρίζω	to mark out or bound ("horizon"), i.e. (figuratively) to appoint, decree, specify
G1906	ἐπερώτημα	an inquiry
G282	ἀμήτωρ	motherless, i.e. of unknown maternity
G3102	μαθήτρια	a female pupil
G4623	σιωπάω	properly, muteness, i.e. involuntary stillness, or inability to speak; and thus differing from G4602 (σιωπάω), which is rather a voluntary refusal or indisposition to speak, although the terms are often used synonymously); to be dumb (but not deaf also, like 2974 properly); figuratively, to be calm (as quiet water)
G4340	πρόσκαιρος	for the occasion only, i.e. temporary
G2219	ζύμη	ferment (as if boiling up)
G968	βῆμα	a step, i.e. foot-breath; by implication, a rostrum, i.e. a tribunal
G1675	Ἑλληνιστής	a Hellenist or Greek-speaking Jew
G1900	ἐπέκεινα	upon those parts of, i.e. on the further side of
G4828	συμμαρτυρέω	to testify jointly, i.e. corroborate by (concurrent) evidence
G332	ἀναθεματίζω	to declare or vow under penalty of execration
G391	ἀναστροφή	behavior
G1487	εἰ	if, whether, that, etc.
G5445	φύραμα	perhaps akin to G5453 (φύραμα) through the idea of swelling in bulk), mean to knead; a mass of dough
G2162	εὐφημία	good language ("euphemy"), i.e. praise (repute)
G2279	ἦχος	a loud or confused noise ("echo"), i.e. roar; figuratively, a rumor
G128	Αἰθίοψ	an Æthiopian (as a blackamoor)
G3135	μαργαρίτης	a pearl
G4818	συλλυπέω	to afflict jointly, i.e. (passive) sorrow at (on account of) someone
G2055	ἐρίφιον	a kidling, i.e. (genitive case) goat (symbolically, wicked person)
G2230	ἡγεμονεύω	to act as ruler
G4108	πλάνος	roving (as a tramp), i.e. (by implication) an impostor or misleader; 
G688	Ἀραβία	Arabia, a region of Asia
G4237	πρασιά	a garden plot, i.e. (by implication, of regular beds) a row (repeated in plural by Hebraism, to indicate an arrangement)
G1819	ἐξάπινα	of a sudden, i.e. unexpectedly
G2702	καταφέρω	to bear down, i.e. (figuratively) overcome (with drowsiness); specially, to cast a vote
G1455	ἐγκάθετος	subinduced, i.e. surreptitiously suborned as a lier-in-wait
G1080	γεννάω	to procreate (properly, of the father, but by extension of the mother); figuratively, to regenerate
G1366	δίστομος	double-edged
G5537	χρηματίζω	to utter an oracle (compare the original sense of G5530 (χρηματίζω)), i.e. divinely intimate; by implication, (compare the secular sense of G5532 (χρηματίζω)) to constitute a firm for business, i.e. (generally) bear as a title
G3919	παρεισάγω	to lead in aside, i.e. introduce surreptitiously
G3308	μέριμνα	solicitude
G4602	σιγή	silence
G2848	κόκκος	a kernel of seed
G711	Ἀριστόβουλος	best counselling; Aristoboulus, a Christian
G1706	ἐμπίπτω	to fall on, i.e. (literally) to be entrapped by, or (figuratively) be overwhelmed with
G1787	ἐντός	inside (adverb or noun)
G1793	ἐντυγχάνω	to chance upon, i.e. (by implication) confer with; by extension to entreat (in favor or against)
G2045	ἐρευνάω	to seek, i.e. (figuratively) to investigate
G5267	ὑπόδικος	under sentence, i.e. (by implication) condemned
G5230	ὑπέρακμος	beyond the "acme", i.e. figuratively (of a daughter) past the bloom (prime) of youth
G5594	ψύχω	to breathe (voluntarily but gently, thus differing on the one hand from G4154 (ψύχω), which denotes properly a forcible respiration; and on the other from the base of G109 (ψύχω), which refers properly to an inanimate breeze), i.e. (by implication, of reduction of temperature by evaporation) to chill (figuratively)
G5563	χωρίζω	to place room between, i.e. part; reflexively, to go away
G3164	μάχομαι	to war, i.e. (figuratively) to quarrel, dispute
G4171	πόλεμος	warfare (literally or figuratively; a single encounter or a series)
G4967	σφαγή	butchery (of animals for food or sacrifice, or (figuratively) of men (destruction))
G780	ἀσμένως	with pleasure
G1871	ἐπαιτέω	to ask for
G5140	τρία	"three"
G1202	δεσμώτης	(passively) a captive
G264	ἁμαρτάνω	properly, to miss the mark (and so not share in the prize), i.e. (figuratively) to err, especially (morally) to sin
G950	βεβαιόω	to stabilitate (figuratively)
G3532	Νικόλαος	victorious over the people; Nicolaus, a heretic
G3558	νότος	the south(-west) wind; by extension, the southern quarter itself
G276	ἀμετάθετος	unchangeable, or (neuter as abstract) unchangeability
G78	Ἀδδί	Addi, an Israelite
G2157	εὐσχημοσύνη	decorousness
G3865	παραθεωρέω	to overlook or disregard
G3561	νουμηνία	the festival of new moon
G2352	θραύω	to crush
G3990	πελεκίζω	to chop off (the head), i.e. truncate
G3621	οἰκονομέω	to manage (a house, i.e. an estate)
G4037	περιμένω	to stay around, i.e. await
G3518	Νηρί	Neri (i.e. Nerijah), an Israelite
G1350	δίκτυον	a seine (for fishing)
G2439	ἱματίζω	to dress
G4103	πιστός	objectively, trustworthy; subjectively, trustful
G4972	σφραγίζω	to stamp (with a signet or private mark) for security or preservation (literally or figuratively); by implication, to keep secret, to attest
G1867	ἐπαινέω	to applaud
G2107	εὐδοκία	satisfaction, i.e. (subjectively) delight, or (objectively) kindness, wish, purpose
G5318	φανερός	shining, i.e. apparent (literally or figuratively); neuter (as adverb) publicly, externally
G4706	σπουδαιότερον	more earnestly than others), i.e. very promptly
G475	ἀντιδιατίθεμαι	to set oneself opposite, i.e. be disputatious
G1293	διαστολή	a variation
G1868	ἔπαινος	laudation; concretely, a commendable thing
G2037	Ἔραστος	beloved; Erastus, a Christian
G2292	θαῤῥέω	to exercise courage
G516	ἀξίως	appropriately
G1713	ἔμπορος	a (wholesale) tradesman
G2009	ἐπιτιμία	properly, esteem, i.e. citizenship; used (in the sense of G2008 (ἐπιτιμία)) of a penalty
G2835	κοδράντης	a quadrans, i.e. the fourth part of an as
G3688	ὄνος	a donkey
G4596	σηρικός	hence the name of the silk-worm); Seric, i.e. silken (neuter as noun, a silky fabric)
G3156	Ματθαῖος	Matthæus (i.e. Matthitjah), an Israelite and a Christian
G363	ἀναμιμνήσκω	to remind; (reflexively) to recollect
G2707	καταφροντής	a contemner
G3847	παράβασις	violation
G413	ἀνέκλειπτος	not left out, i.e. (by implication) inexhaustible
G1452	ἐγγύτερον	nearer
G2623	κατακλείω	to shut down (in a dungeon), i.e. incarcerate
G3494	νεανίας	a youth (up to about forty years)
G822	ἀτμίς	mist
G3112	μακράν	at a distance (literally or figuratively)
G1883	ἐπάνω	up above, i.e. over or on (of place, amount, rank, etc.)
G1927	ἐπιδημέω	to make oneself at home, i.e. (by extension) to reside (in a foreign country)
G4725	στέμμα	a wreath for show
G1856	ἐξώθω	to expel; by implication, to propel
G244	ἀλλοτριεπίσκοπος	overseeing others' affairs, i.e. a meddler (specially, in Gentile customs)
G4077	πηγή	a fount (literally or figuratively), i.e. source or supply (of water, blood, enjoyment) (not necessarily the original spring)
G5332	φαρμακεύς	a druggist ("pharmacist") or poisoner, i.e. (by extension) a magician
G4208	ποῤῥωτέρω	further, i.e. a greater distance
G4443	πυρά	a fire (concretely)
G2773	κερματιστής	a handler of coins, i.e. money-broker
G3388	μήτρα	the matrix
G1816	ἐξανατέλλω	to start up out of the ground, i.e. germinate
G1852	ἐξυπνίζω	to waken
G3010	λειτουργικός	functional publicly ("liturgic"); i.e. beneficient
G2002	ἐπισωρεύω	to accumulate further, i.e. (figuratively) seek additionally
G2956	Κυρηναῖος	i.e. Cyrenæan, i.e. inhabitant of Cyrene
G3741	ὅσιος	and from G40 (ὅσιος), which relates to purity from defilement), i.e. hallowed (pious, sacred, sure)
G4988	Σωσθένης	of safe strength; Sosthenes, a Christian
G5455	φωνέω	to emit a sound (animal, human or instrumental); by implication, to address in words or by name, also in imitation
G2068	ἐσθίω	used only in certain tenses, the rest being supplied by G5315 (ἐσθίω); to eat (usually literal)
G3597	ὁδοιπορία	travel
G2434	ἱλασμός	atonement, i.e. (concretely) an expiator
G4674	σός	thine
G860	ἁφή	probably a ligament (as fastening)
G1505	εἰλικρίνεια	clearness, i.e. (by implication) purity (figuratively)
G174	ἀκάνθινος	thorny
G3387	μή τις	whether any
G1379	δογματίζω	to prescribe by statute, i.e. (reflexively) to submit to, ceremonially rule
G562	ἀπέραντος	unfinished, i.e. (by implication) interminable
G4249	πρίζω	to saw in two
G2070	ἐσμέν	we are
G4054	περισσότερον	in a more superabundant way
G4824	συμβούλιον	advisement; specially, a deliberative body, i.e. the provincial assessors or lay-court
G2672	καταράομαι	to execrate; by analogy, to doom
G1764	ἐνίστημι	to place on hand, i.e. (reflexively) impend, (participle) be instant
G5437	φυγή	a fleeing, i.e. escape
G163	αἰχμαλωτίζω	to make captive
G1219	δημόσιος	public; (feminine singular dative case as adverb) in public
G5405	Φοῖνιξ	Phœnix, a place in Crete
G1158	Δανιήλ	Daniel, an Israelite
G4140	πλησμονή	a filling up, i.e. (figuratively) gratification
G1656	ἔλεος	compassion (human or divine, especially active)
G85	ἀδημονέω	to be in distress (of mind)
G2302	θέατρον	a place for public show ("theatre"), i.e. general audience-room; by implication, a show itself (figuratively)
G2741	καυσόω	to set on fire
G601	ἀποκαλύπτω	to take off the cover, i.e. disclose
G4378	πρόσχυσις	a shedding forth, i.e. affusion
G3551	νόμος	law (through the idea of prescriptive usage), genitive case (regulation), specially, (of Moses (including the volume); also of the Gospel), or figuratively (a principle)
G208	ἀκυρόω	to invalidate
G548	ἄπειμι	to be away
G3797	ὄψιμος	later, i.e. vernal (showering)
G3802	παγιδεύω	to ensnare (figuratively)
G4211	πορφυρόπωλις	a female trader in purple cloth
G1002	βολίς	a missile, i.e. javelin
G3451	μουσικός	"musical", i.e. (as noun) a minstrel
G4096	πιότης	perhaps akin to the alternate of G4095 (πιότης) through the idea of repletion); plumpness, i.e. (by implication) richness (oiliness)
G2897	κραιπάλη	properly, a headache (as a seizure of pain) from drunkenness, i.e. (by implication) a debauch (by analogy, a glut)
G2801	κλάσμα	a piece (bit)
G4984	σωματικός	corporeal or physical
G4629	σκέπασμα	perhaps akin to the base of G4649 (σκέπασμα) through the idea of noticeableness); clothing
G4116	πλατύς	spread out "flat" ("plot"), i.e. broad
G21	ἀγαλλιάω	properly, to jump for joy, i.e. exult
G582	ἀπογραφή	an enrollment; by implication, an assessment
G4122	πλεονεκτέω	to be covetous, i.e. (by implication) to over-reach
G3938	πάροδος	a by-road, i.e. (actively) a route
G5583	ψεύστης	a falsifier
G5577	ψευδομαρτυρία	untrue testimony
G1977	ἐπιῤῥίπτω	to throw upon (literally or figuratively)
G4125	πλευρά	a rib, i.e. (by extension) side
G149	αἰσχρόν	a shameful thing, i.e. indecorum
G4749	στολή	equipment, i.e. (specially), a "stole" or long-fitting gown (as a mark of dignity)
G3458	μύλος	a "mill", i.e. (by implication), a grinder (millstone)
G3715	ὄρεξις	excitement of the mind, i.e. longing after
G4308	προοράω	to behold in advance, i.e. (actively) to notice (another) previously, or (middle voice) to keep in (one's own) view
G3649	ὀλολύζω	to "howl" or "halloo", i.e. shriek
G5009	ταμεῖον	akin to , to cut); a dispensary or magazine, i.e. a chamber on the ground-floor or interior of an Oriental house (generally used for storage or privacy, a spot for retirement)
G4495	ῥιπτέω	to toss up
G772	ἀσθενής	strengthless (in various applications, literal, figurative and moral)
G3703	ὀπώρα	properly, even-tide of the (summer) season (dog-days), i.e. (by implication) ripe fruit
G1048	Γάζα	Gazah (i.e. Azzah), a place in Palestine
G1078	γένεσις	nativity; figuratively, nature
G298	ἀμώμητος	unblamable
G3480	Ναζωραῖος	a Nazoræan, i.e. inhabitant of Nazareth; by extension, a Christian
G795	ἀστοχέω	to miss the mark, i.e. (figuratively) deviate from truth
G1521	εἰσάγω	to introduce (literally or figuratively)
G2348	θνήσκω	to die (literally or figuratively)
G3674	ὁμοῦ	akin to G260 (ὁμοῦ)) as adverb; at the same place or time
G4080	πηλίκος	how much (as an indefinite), i.e. in size or (figuratively) dignity
G5179	τύπος	a die (as struck), i.e. (by implication) a stamp or scar; by analogy, a shape, i.e. a statue, (figuratively) style or resemblance; specially, a sampler ("type"), i.e. a model (for imitation) or instance (for warning)
G4131	πλήκτης	a smiter, i.e. pugnacious (quarrelsome)
G569	ἀπιστέω	to be unbelieving, i.e. (transitively) disbelieve, or (by implication) disobey
G2082	ἐσώτερος	interior
G2250	ἡμέρα	day, i.e. (literally) the time space between dawn and dark, or the whole 24 hours (but several days were usually reckoned by the Jews as inclusive of the parts of both extremes); figuratively, a period (always defined more or less clearly by the context)
G4946	Συράκουσαι	Syracuse, the capital of Sicily
G4536	σάλπιγξ	a trumpet
G2602	καταβολή	a deposition, i.e. founding; figuratively, conception
G2130	εὐμετάδοτος	good at imparting, i.e. liberal
G643	ἀποσκευάζω	to pack up (one's) baggage
G1559	ἐκδιώκω	to pursue out, i.e. expel or persecute implacably
G1735	ἐνδέχεται	(impersonally) it is accepted in, i.e. admitted (possible)
G4135	πληροφορέω	to carry out fully (in evidence), i.e. completely assure (or convince), entirely accomplish
G5031	ταχινός	curt, i.e. impending
G964	Βηθεσδά	house of kindness; Beth-esda, a pool in Jerusalem
G3189	μέλας	black
G4762	στρέφω	to twist, i.e. turn quite around or reverse (literally or figuratively)
G808	ἀσχημοσύνη	an indecency; by implication, the pudenda
G4527	Σαλά	Sala (i.e. Shelach), a patriarch 
G2939	κτίστης	a founder, i.e. God (as author of all things)
G407	ἀνδρίζομαι	to act manly
G231	ἁλιεύς	a sailor (as engaged on the salt water), i.e. (by implication) a fisher
G4026	περιΐστημι	to stand all around, i.e. (near) to be a bystander, or (aloof) to keep away from
G2725	κατήγορος	against one in the assembly, i.e. a complainant at law; specially, Satan
G1541	ἑκατονταέτης	centenarian
G5050	τελείωσις	(the act) completion, i.e. (of prophecy) verification, or (of expiation) absolution
G3756	οὐχ	the absolute negative (compare G3361 (οὐχ)) adverb; no or not
G4679	σοφίζω	to render wise; in a sinister acceptation, to form "sophisms", i.e. continue plausible error
